CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
-0.2677720805012807,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.36206720501152334,-0.06787329877947007,-0.2588407408254198,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,0.5018339995076286,-0.5063275738317576,-0.4630102981720546
-0.08981239602971844,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.3583530541819188,-0.890338165115364,-0.2588407408254198,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,0.43178526960204283,-0.8182635350497253,-0.07821478900971927
-0.20234830284388475,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.35633049679946094,0.6941162097376082,-0.29604302913224656,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,0.43098653836024575,0.5169544153488764,-0.7516069300438056
-0.19462561854799545,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.3759676902945976,-0.6696031090766865,-0.36735643098006504,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,-0.34985312362037974,0.0251188786136683,-0.4269357191880856
-0.2267137681534436,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.3660019984646687,0.32521652704283216,-0.36735643098006504,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,0.4645332505157144,-0.04254976905795431,-0.6674329124145449
-0.007261865787435667,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.3717754804473212,1.190014143851897,-0.3671400487464566,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,0.34967569794532377,1.5649932268483968,-1.2205764568354014
-0.17404431026510953,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.35724984106421454,0.9208988015581672,-0.3340026552567031,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,0.47715320413610496,0.37831621036311314,-0.4990848771560231
-0.015322495749433566,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.3507408836697591,0.9964929988316868,-0.33947403459223136,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,0.5120577594026284,1.1853886179588067,-1.028178702254234
-0.11714010112862436,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.36283945419391633,1.247465733779772,-0.321189735852316,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,0.4932077020962225,1.3768413772248609,-1.1123527198834946
-0.2165086434707071,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.3587575656584104,1.0690634282142655,-0.274142055916304,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,0.4915303664884488,0.7859785512141079,-0.980079263608942
-0.17884230429010828,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.3707090411002071,0.8150669253752396,-0.2656413253102572,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,-0.23459620542909052,0.8206381024605488,-1.1845018778514325
-0.24919758537145947,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.36283945419391633,0.9541602483585157,-0.23049466822271072,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,0.3521517647948941,0.5400607828465037,-0.8598306669957121
-0.13076640415962082,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.3542343918758228,0.9088037299944038,-0.26582679579620727,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,-0.21095376067190316,0.9477231236974984,-1.0762781408995257
-0.2070253039760792,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.33775974265143843,1.0781347318870882,-0.2656258694364281,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,0.44049144013762853,0.20831936377342722,-0.6433831930918991
-0.11129072058684326,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.33117723771580265,0.863447211630292,-0.29896418928596086,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,0.3789092613950896,0.07298206843018198,-0.33073684189750174
-0.057736762930422444,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.3665168312529308,1.0690634282142655,-0.2998915417157115,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,0.21868377429063635,1.825765088607333,-1.3288001937873082
0.03568226682066181,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.35331504761106913,1.247465733779772,-0.30885594853663356,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,0.35095366793219895,0.24793027948364504,-1.1123527198834946
0.04956307214341911,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.35780144762306665,0.7031875134104305,-0.3374493151206093,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,-0.800257670869638,2.6691475022707265,-1.2686758954806934
-0.04901275814235951,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.3669581165000125,1.0962773392327327,-0.36879382724617843,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,0.20750153690547982,1.1243217895722208,-1.2807007551420162
0.14336594141650327,-0.5774041818368083,-0.14871231133083204,-0.27259856706992697,-0.3422804208333699,-0.35243247711690573,1.1537289291606079,-0.3730287366753727,-0.3642318412851343,-0.17889871526864298,-0.24703214655125783,-0.6747769927833488,1.452762299002779,-1.2326013164967242
-0.5027569670021325,-0.5774041818368083,-0.4530735492157136,-0.27259856706992697,-0.36598340726906825,-0.35842660172309915,0.285907544460602,-0.43477495262293114,-0.35931399221665644,-0.3339982745591908,-0.2676038916518126,0.5120577594026284,-0.30662254045940823,-0.5832588947852843
-0.4888761616793752,-0.5774041818368083,-0.4530735492157136,-0.27259856706992697,-0.36598340726906825,-0.3618097886173924,0.08029132787662842,-0.43205471882899615,-0.35931399221665644,-0.3339982745591908,-0.2676038916518126,0.3575831372391129,-0.02109385638158604,-0.4509854385107314
-0.49609401356046023,-0.5774041818368083,-0.4530735492157136,-0.27259856706992697,-0.36598340726906825,-0.36147882468208103,-0.5214384824205881,-0.34607369271728955,-0.35931399221665644,-0.3339982745591908,-0.2676038916518126,0.5120577594026284,-0.4568139291939852,-0.33073684189750174
-0.45649596026370975,-0.5774041818368083,-0.4530735492157136,-0.27259856706992697,-0.36598340726906825,-0.3572130672936244,-0.863124254096897,-0.35950484707484354,-0.35931399221665644,-0.3339982745591908,-0.2676038916518126,0.4843417853122771,-0.23235207350274914,0.11418296557144796
-0.5180020714954763,2.6797960293453538,-0.8733154418916278,-0.27259856706992697,-0.40913499795969865,-0.334082365592424,-1.1171207569359232,-0.11935147951710562,-0.3691496903536122,-0.4835585638750762,-0.27788976420209,0.5019138726318083,-1.191266324654279,0.8476994049121491
-0.5155154589399117,2.6797960293453538,-0.8733154418916278,-0.27259856706992697,-0.40913499795969865,-0.31830641800925247,-1.2985468303923702,-0.11935147951710562,-0.3691496903536122,-0.4835585638750762,-0.27788976420209,0.5018339995076286,-1.5774727528289054,1.3407186510263904
-0.47635965552720455,-0.5774041818368083,-0.3204390648163386,-0.27259856706992697,-0.39697962030036615,-0.3276469557391489,-1.6886128883237317,-0.06992359501140037,-0.3691496903536122,-0.5888046933936621,-0.2824612631133244,0.4202835397201678,-1.1054426739488066,0.3426552991365846
-0.47049358631055394,-0.5774041818368083,-0.3204390648163386,-0.27259856706992697,-0.39697962030036615,-0.34974799186382527,-1.5767334763589225,-0.06992359501140037,-0.3691496903536122,-0.5888046933936621,-0.2824612631133244,0.4039894223875114,-0.9453485562866751,0.1863321235393859
-0.463042092981295,-0.5774041818368083,-0.3204390648163386,-0.27259856706992697,-0.39697962030036615,-0.3482034934990392,-1.5797572442498633,-0.06992359501140037,-0.3691496903536122,-0.5888046933936621,-0.2824612631133244,0.4925687171027847,-0.6763244204214437,0.11418296557144796
-0.47834143566796494,-0.5774041818368083,-0.3204390648163386,-0.27259856706992697,-0.39697962030036615,-0.35342536892283954,-0.5667950007846998,-0.06992359501140037,-0.3691496903536122,-0.5888046933936621,-0.2824612631133244,0.45207304314368313,-0.3280784531357762,-0.3066871225748559
-0.4580104575081224,-0.5774041818368083,-0.3204390648163386,-0.27259856706992697,-0.39697962030036615,-0.36765681814122514,-0.7542686100230287,-0.1658272921214381,-0.3691496903536122,-0.5888046933936621,-0.2824612631133244,0.5120577594026284,-0.2191484349326764,-0.5351594561399922
-0.4509428037008633,-0.5774041818368083,-0.3204390648163386,-0.27259856706992697,-0.39697962030036615,-0.36383234599985026,-0.7693874494777326,-0.1658272921214381,-0.3691496903536122,-0.5888046933936621,-0.2824612631133244,0.5120577594026284,0.43113076464340394,-0.4509854385107314
-0.43387446147801995,-0.5774041818368083,-0.3204390648163386,-0.27259856706992697,-0.39697962030036615,-0.35485954597585523,0.809019389593358,-0.07479219526759089,-0.3691496903536122,-0.5888046933936621,-0.2824612631133244,0.4788305397438787,1.1985922565288798,-0.8598306669957121
-0.42361092643324005,-0.5774041818368083,-0.3204390648163386,-0.27259856706992697,-0.39697962030036615,-0.37806379521823585,1.105348642905555,-0.04687888713209886,-0.3691496903536122,-0.5888046933936621,-0.2824612631133244,0.5120577594026284,3.1807884968610436,-1.1243775795448177
-0.4378380217595407,-0.5774041818368083,-0.3204390648163386,-0.27259856706992697,-0.39697962030036615,-0.37059871978843667,0.09843393522227319,-0.013231449805982556,-0.3691496903536122,-0.5888046933936621,-0.2824612631133244,0.5120577594026284,0.7694740030015167,-0.5231345964786694
-0.4925101206322221,0.334611877294197,-0.4977504281712925,-0.27259856706992697,-0.4024495402470657,-0.35732338860539486,-0.39444023100107495,0.09913275293212764,-0.3642318412851343,-0.533411993647038,-0.29503288511921893,0.5013547607625505,0.31559892715526766,-0.4870600174947004
-0.5114350779343041,0.334611877294197,-0.4977504281712925,-0.27259856706992697,-0.4024495402470657,-0.35173377547569296,0.12867161413168104,0.09913275293212764,-0.3642318412851343,-0.533411993647038,-0.29503288511921893,0.4886549340179804,-0.34788391099088545,-0.3908611402041166
-0.5071669493364138,0.334611877294197,-0.4977504281712925,-0.27259856706992697,-0.4024495402470657,-0.33717136232199607,-1.1382871321725085,0.09913275293212764,-0.3642318412851343,-0.533411993647038,-0.29503288511921893,0.5120577594026284,-1.0328226618134067,0.15025754455541693
-0.5087482012803048,0.334611877294197,-0.4977504281712925,-0.27259856706992697,-0.4024495402470657,-0.3560363066347398,-1.1292158284996863,0.09913275293212764,-0.3642318412851343,-0.533411993647038,-0.29503288511921893,0.5120577594026284,-0.5129293931167942,-0.04214021002575071
-0.5238556242059748,2.6797960293453538,-0.7267194328186345,-0.27259856706992697,-0.4200748378530979,-0.3600814213996556,-0.33698864107320003,0.17718491576946688,-0.3691496903536122,0.7184630206266692,-0.24588927182344922,0.5120577594026284,0.5384103280252447,-0.5832588947852843
-0.5240600604731269,3.331236071581786,-1.1148498187452265,-0.27259856706992697,-0.4243292200338642,-0.3100323196264701,-1.1140969890449823,0.3899968425233924,-0.35931399221665644,-0.6275795832162991,-0.2824612631133244,0.504310066357199,-1.1103940384125839,1.4008429493330055
-0.5209559669473885,3.1140893908363085,-1.1818651371785949,-0.27259856706992697,-0.4200748378530979,-0.34187840495753447,-0.6968170200951536,0.46588518302464693,-0.37406753942209015,-0.14566309542066846,-0.28931851148017595,0.5120577594026284,-0.9519503755717115,0.11418296557144796
-0.5235552280583227,3.7655294330727407,-1.100888294071608,-0.27259856706992697,-0.4194670689701312,-0.3259553622920023,-0.5516761613299959,0.3325319036265157,-0.35931399221665644,-0.46140148397642644,-0.31446175549196514,0.4801085097307534,-1.2523331530408652,0.943898282202733
-0.4650906278215336,0.508329221890579,-0.5689542040067465,-0.27259856706992697,-0.39394077588553295,-0.3506305623579887,-0.8933619330063048,0.25370694709771763,-0.3445604450112227,-0.3063019246858787,-0.2618895180127696,0.462376676162863,-0.7720508000544708,-0.05416506968707342
-0.4864396151484193,0.508329221890579,-0.5689542040067465,-0.27259856706992697,-0.39394077588553295,-0.35864724434664,-0.34908371263696314,0.11726249293375123,-0.3445604450112227,-0.3063019246858787,-0.2618895180127696,0.5120577594026284,-0.3825434622373261,-0.4990848771560231
-0.46723095037355483,0.508329221890579,-0.5689542040067465,-0.27259856706992697,-0.39394077588553295,-0.3654871656764067,0.2254321866417863,0.16261002674855374,-0.3445604450112227,-0.3063019246858787,-0.2618895180127696,0.4977604701744647,0.2660852825174952,-0.6073086141079301
-0.45788946461531804,0.508329221890579,-0.5689542040067465,-0.27259856706992697,-0.39394077588553295,-0.3572130672936244,1.0478970529776803,0.09972007613763634,-0.3445604450112227,-0.3063019246858787,-0.2618895180127696,0.3617365396964565,0.4789939544599173,-0.9319798249636502
-0.4835232692149635,0.508329221890579,-0.5689542040067465,-0.27259856706992697,-0.39394077588553295,-0.33919391970445395,0.2738124728968387,0.16262548262238302,-0.3445604450112227,-0.3063019246858787,-0.2618895180127696,0.5120577594026284,-0.793506712730839,-0.18643852596162622
-0.47675183938663923,0.508329221890579,-0.5689542040067465,-0.27259856706992697,-0.39394077588553295,-0.3279411459038701,-0.46398689249271313,0.27937915352797915,-0.3445604450112227,-0.3063019246858787,-0.2618895180127696,0.5015145070109097,-0.33633072724207175,0.15025754455541693
-0.5213898724939972,0.18260920077236278,-1.092511379267437,-0.27259856706992697,-0.4163674476670014,-0.3153645163620409,0.02283973794875352,0.47134110648634603,-0.3691496903536122,-0.6829722829629233,-0.2744611400186642,0.482824195952863,-0.5756466763246393,1.1122463174612542
-0.5145767209784989,2.8969427100908307,-0.8146770382624304,-0.27259856706992697,-0.42736806444869735,-0.34529836562241784,-1.2380714725735544,0.06772641731124186,-0.3642318412851343,-0.01272061602877036,-0.30303300821387913,0.5120577594026284,-1.133500405910211,-0.03011535036442757
-0.5112598468481737,2.8969427100908307,-0.8146770382624304,-0.27259856706992697,-0.42736806444869735,-0.36379557222926007,-0.8359103430784298,0.06772641731124186,-0.3642318412851343,-0.01272061602877036,-0.30303300821387913,0.5120577594026284,-0.21419707046889927,-0.5231345964786694
-0.5053770889566536,-0.03453747997311467,-0.4377158720747333,-0.27259856706992697,-0.42068260673606445,-0.360449159105557,-1.1292158284996863,0.05018400051512698,-0.3642318412851343,0.031593543768529006,-0.2710325158352384,0.50654651383423,-0.567394402218344,-0.21048824528427207
-0.4729801988661185,-0.03453747997311467,-0.4377158720747333,-0.27259856706992697,-0.42068260673606445,-0.3708929099531578,-0.6635555732948051,0.05018400051512698,-0.3642318412851343,0.031593543768529006,-0.2710325158352384,0.5120577594026284,0.25618255358994063,-0.7636317897051288
-0.47605925937955246,-0.03453747997311467,-0.4377158720747333,-0.27259856706992697,-0.42068260673606445,-0.360191742711426,-0.7784587531505549,0.05018400051512698,-0.3642318412851343,0.031593543768529006,-0.2710325158352384,0.5120577594026284,-0.4535130195514671,-0.3427617015588249
-0.4927062125619394,-0.5774041818368083,0.22406039745477963,-0.27259856706992697,-0.41825153120419795,-0.34062809675746963,-1.5767334763589225,-0.13694026393470793,-0.3642318412851343,-0.18997725521796782,-0.2676038916518126,0.40686485485798024,-0.7951571675520981,0.05405866726483311
-0.4632924231043384,-0.5774041818368083,0.22406039745477963,-0.27259856706992697,-0.41825153120419795,-0.3573969361465751,-1.2471427762463767,-0.13694026393470793,-0.3642318412851343,-0.18997725521796782,-0.2676038916518126,0.35263100353997223,-0.2736134440342263,-0.24656282426824105
-0.49129601953546154,-0.5774041818368083,0.22406039745477963,-0.27259856706992697,-0.41825153120419795,-0.3535724640052002,-1.5404482616676332,-0.13694026393470793,-0.3642318412851343,-0.18997725521796782,-0.2676038916518126,0.46421375801899595,-0.9932117461031886,-0.11428936799368826
-0.44800976909253803,-0.5774041818368083,0.22406039745477963,-0.27259856706992697,-0.41825153120419795,-0.34695318529897434,-1.5888285479226856,-0.13694026393470793,-0.3642318412851343,-0.18997725521796782,-0.2676038916518126,0.3544680853961052,-0.659819872208853,-0.04214021002575071
-0.49658632946911235,-0.5774041818368083,0.5060831958618716,-0.27259856706992697,-0.40366507801299895,-0.3459235197224503,-1.5948760837045672,-0.2970322050573138,-0.35931399221665644,0.3251748524256373,-0.2733182652908556,0.49624288081505064,-0.7852544386245435,0.0420338076035104
-0.4898441048218097,-0.5774041818368083,0.5060831958618716,-0.27259856706992697,-0.40366507801299895,-0.34544546070477844,-0.41560660623766055,-0.25822250587225265,-0.35931399221665644,0.3251748524256373,-0.2733182652908556,0.4028711986489959,-0.42875619723258074,-0.28263740325221004
-0.4871697446739626,-0.5774041818368083,0.5060831958618716,-0.27259856706992697,-0.40366507801299895,-0.34570287709890946,0.47640492158987147,-0.3278357615988618,-0.35931399221665644,0.3251748524256373,-0.2733182652908556,0.32643261880903496,0.07133161360892294,-0.4509854385107314
-0.4932027006393089,-0.5774041818368083,0.5060831958618716,-0.27259856706992697,-0.40366507801299895,-0.3508144312109394,-0.39141646311013434,-0.3219161619222874,-0.35931399221665644,0.3251748524256373,-0.2733182652908556,0.43266387396801903,-0.2092457060051221,-0.3547865612201476
-0.5059737090832404,-0.5774041818368083,0.5060831958618716,-0.27259856706992697,-0.40366507801299895,-0.3474312443166461,-0.15253879972581202,-0.17916571123601702,-0.35931399221665644,0.3251748524256373,-0.2733182652908556,0.42819097901395653,0.13239844199550904,-0.3066871225748559
-0.4945377946288737,-0.5774041818368083,0.5060831958618716,-0.27259856706992697,-0.40366507801299895,-0.3605962541879176,-0.6696031090766865,-0.25822250587225265,-0.35931399221665644,0.3251748524256373,-0.2733182652908556,0.5053484169715349,-0.40234892009243534,-0.41491085952676243
-0.5123696437269996,0.508329221890579,-0.606650320625516,-0.27259856706992697,-0.4103505357256319,-0.32922822787452505,-0.763339913695851,-0.11941330301242231,-0.3642318412851343,-0.32291973460986595,-0.2698896411074298,0.5120577594026284,-1.0311722069921476,0.5110033343951059
-0.5109135568446302,0.508329221890579,-0.606650320625516,-0.27259856706992697,-0.4103505357256319,-0.3331997950982606,0.3524304380612994,-0.11941330301242231,-0.3642318412851343,-0.32291973460986595,-0.2698896411074298,0.5019138726318083,-0.7126344264891438,0.01798408828086413
-0.5142638083246948,0.508329221890579,-0.606650320625516,-0.27259856706992697,-0.4103505357256319,-0.34485708037533613,-0.8026488962780811,-0.11941330301242231,-0.3642318412851343,-0.32291973460986595,-0.2698896411074298,0.5120577594026284,-0.7951571675520981,0.12620782523277108
-0.5147144025461728,0.508329221890579,-0.606650320625516,-0.27259856706992697,-0.4103505357256319,-0.34982153940500554,-0.3642025520916671,-0.11941330301242231,-0.3642318412851343,-0.32291973460986595,-0.2698896411074298,0.4620571836661441,-0.6647712366726302,-0.10226450833236554
-0.5084227721203484,-0.5774041818368083,-0.6583079619179042,-0.27259856706992697,-0.39637185141739945,-0.3416577623339936,-0.32489356950943693,-0.2154406471130933,-0.3691496903536122,-0.5112549137483883,-0.2756040147464728,0.5120577594026284,-0.31652526938696285,0.01798408828086413
-0.5056023860673926,-0.5774041818368083,-0.6583079619179042,-0.27259856706992697,-0.39637185141739945,-0.33279528362176897,-0.07996837034323317,-0.2682533679873879,-0.3691496903536122,-0.5112549137483883,-0.2756040147464728,0.47531612227997244,-0.8265158091560207,0.3426552991365846
-0.507884562355805,-0.5774041818368083,-0.6583079619179042,-0.27259856706992697,-0.39637185141739945,-0.3554111525347074,-0.4125828383467197,-0.26987623473945144,-0.3691496903536122,-0.5112549137483883,-0.2756040147464728,0.5047893051022772,0.21822209270098153,-0.15036394697765723
-0.49969459516356807,-0.5774041818368083,-0.6583079619179042,-0.27259856706992697,-0.39637185141739945,-0.3515131328521521,-0.058801995106647804,-0.3749143532825322,-0.3691496903536122,-0.5112549137483883,-0.2756040147464728,0.4980799626711831,-0.5112789382955352,-0.18643852596162622
-0.5059152987211969,-0.5774041818368083,-0.8090924283929831,-0.27259856706992697,-0.3720610960987345,-0.31893157210928486,0.8332095327208842,-0.425285046091817,-0.37406753942209015,-0.38385170433115257,-0.283604137841133,0.5120577594026284,-0.9965126557457068,-0.018090490703104433
-0.5074089351220226,-0.5774041818368083,-0.8090924283929831,-0.27259856706992697,-0.3720610960987345,-0.3162838606267946,0.13169538202262188,-0.4263978690075177,-0.37406753942209015,-0.38385170433115257,-0.283604137841133,0.5053484169715349,-0.963503559320525,0.5951773520243666
-0.5099873353893697,-0.5774041818368083,-0.8090924283929831,-0.27259856706992697,-0.3720610960987345,-0.34062809675746963,0.22240841875084524,-0.4761966944851231,-0.37406753942209015,-0.38385170433115257,-0.283604137841133,0.4743576447898161,-0.4502121099089487,-0.1383390873163341
-0.5131248062648471,-0.5774041818368083,-0.8090924283929831,-0.27259856706992697,-0.3720610960987345,-0.34106938200455134,0.4582623142442269,-0.47622760623278143,-0.37406753942209015,-0.38385170433115257,-0.283604137841133,0.4853002628024334,-0.5508898540057533,-0.21048824528427207
-0.5119941485424344,0.6386172303378654,0.8146328911488384,-0.27259856706992697,-0.38725531817290015,-0.339708752492716,-0.15556256761675283,-0.387541802200969,-0.3642318412851343,-0.38385170433115257,-0.2790326389298986,0.4969617389326676,-0.5574916732907894,-0.10226450833236554
-0.5175347885991286,0.6386172303378654,0.8146328911488384,-0.27259856706992697,-0.38725531817290015,-0.3482034934990392,-0.9024332366791272,-0.387541802200969,-0.3642318412851343,-0.38385170433115257,-0.2790326389298986,0.5075049913243863,-0.8793303634363115,0.15025754455541693
-0.5116144811891519,0.6386172303378654,0.8146328911488384,-0.27259856706992697,-0.38725531817290015,-0.34680609021661374,0.5610704225362134,-0.39540884198001963,-0.3642318412851343,-0.38385170433115257,-0.2790326389298986,0.5120577594026284,-0.15643115172483127,-0.37883628054279345
-0.4786126266345953,-0.5774041818368083,-0.8816923566957988,-0.27259856706992697,-0.39880292694926595,-0.3329791524747197,-0.028564316197239936,-0.41392497882737256,-0.37406753942209015,-0.35061608448317805,-0.28131838838551576,0.2011915600952848,-0.8067103513009116,0.5591027730403977
-0.4815331447367684,-0.5774041818368083,-0.8816923566957988,-0.27259856706992697,-0.39880292694926595,-0.3499686344873661,0.32824029493377277,-0.41392497882737256,-0.37406753942209015,-0.35061608448317805,-0.28131838838551576,0.4715620854435269,-0.0326470401303997,-0.28263740325221004
-0.4791174590493995,-0.5774041818368083,-0.8816923566957988,-0.27259856706992697,-0.39880292694926595,-0.2798778277425523,0.5217614399539833,-0.41392497882737256,-0.37406753942209015,-0.35061608448317805,-0.28131838838551576,0.5120577594026284,-1.2094213276881292,1.7976633181566637
-0.49537222837235184,-0.5774041818368083,-0.8816923566957988,-0.27259856706992697,-0.39880292694926595,-0.2890344966194981,-0.6605318054038642,-0.41392497882737256,-0.37406753942209015,-0.35061608448317805,-0.28131838838551576,0.4851405165540737,-1.3150504362487105,2.4109311608841346
-0.5009086962603286,-0.5774041818368083,-0.8816923566957988,-0.27259856706992697,-0.39880292694926595,-0.30389109993791613,0.11355277467697711,-0.41392497882737256,-0.37406753942209015,-0.35061608448317805,-0.28131838838551576,0.5120577594026284,-0.8826312730788296,1.1362960367839006
-0.46750631350890254,-0.5774041818368083,-0.09007390770163472,-0.27259856706992697,-0.35322026072676915,-0.32922822787452505,0.6396883877006742,-0.5248054176778818,-0.35931399221665644,0.24762507278036344,-0.24817502127906646,0.4949649108281754,-0.3495343658121445,0.4508790360884911
